photography,originals,exclamation,creator,bless,vomiting,children,achieve,voicenote,tongue
\lr{17.2},\lr{15.1},\lr{13.1},\lr{13.1},\lr{12.1},\lr{11.1},\lr{11.1},\lr{10.1},\lr{10.1},\lr{10.1}
