greedy,unreliable,skipped,lame,unacceptable,endlessly,graphs,canceled,router,canceling
\lr{18.7},\lr{15.7},\lr{13.7},\lr{13.7},\lr{13.7},\lr{13.7},\lr{12.8},\lr{11.8},\lr{10.8},\lr{10.3}
