enraged,avail,unreliable,terrible,repeatedly,poorly,joke,worse,unusable,pathetic
\lr{34.1},\lr{24.3},\lr{24.3},\lr{23.7},\lr{23.3},\lr{21.5},\lr{21.0},\lr{19.4},\lr{17.7},\lr{17.7}
