motivated,kudos,lg,enhanced,infinite,simpler,sooner,grateful,slight,destroy
\lr{13.5},\lr{13.5},\lr{11.4},\lr{10.4},\lr{10.4},\lr{10.4},\lr{9.4},\lr{9.4},\lr{9.4},\lr{9.4}
