bothers,tvs,schedule,fixit,plans,archive,unread,freely,addicting,qr
\lr{14.7},\lr{13.7},\lr{11.8},\lr{9.8},\lr{9.8},\lr{9.8},\lr{9.8},\lr{8.8},\lr{7.8},\lr{7.8}
