symbols,joke,pathetic,freaking,claims,mouth,unbelievable,adverts,biased,marketing
\lr{37.6},\lr{22.0},\lr{18.6},\lr{15.6},\lr{14.7},\lr{13.7},\lr{13.7},\lr{12.7},\lr{11.7},\lr{11.7}
