bait,adverts,spain,claims,during,infinite,earth,eyebrow,voicenote,superior
\lr{12.2},\lr{12.2},\lr{10.2},\lr{9.2},\lr{8.2},\lr{8.2},\lr{8.2},\lr{8.2},\lr{8.2},\lr{8.2}
