beaming,grinning,brilliant,exceptional,sunglasses,creativity,smiling,originals,truth,intense
\lr{46.2},\lr{27.7},\lr{27.7},\lr{17.5},\lr{17.5},\lr{16.4},\lr{16.0},\lr{15.4},\lr{14.4},\lr{14.4}
