skipped,boosts,women,unacceptable,drains,archive,rs,solutions,creator,continued
\lr{11.6},\lr{11.6},\lr{11.6},\lr{11.6},\lr{9.6},\lr{9.6},\lr{8.7},\lr{8.7},\lr{8.7},\lr{8.7}
