avail,minigame,repeatedly,unreliable,terrible,poorly,worse,infuriating,skipped,lame
\lr{15.6},\lr{15.6},\lr{15.6},\lr{15.6},\lr{15.2},\lr{14.6},\lr{14.2},\lr{13.6},\lr{13.6},\lr{13.6}
