,birds,tn,numeric,reactivate,interval,froze,aggravated,bankrupted,directional,becuz
TF-IDF,\lr{0.000036},\lr{0.000036},\lr{0.000036},\lr{0.000036},\lr{0.000030},\lr{0.000028},\lr{0.000027},\lr{0.000027},\lr{0.000027},\lr{0.000027}
