addicting,entertaining,hz,interior,tokens,customize,anime,neat,render,perks
\lr{16.4},\lr{15.3},\lr{14.3},\lr{13.3},\lr{12.3},\lr{12.3},\lr{11.2},\lr{11.2},\lr{10.2},\lr{10.2}
