symbols,greedy,mouth,unreliable,enraged,pathetic,garbage,unacceptable,automobile,canceled
\lr{72.5},\lr{27.3},\lr{26.4},\lr{24.5},\lr{19.6},\lr{17.9},\lr{17.7},\lr{16.9},\lr{16.9},\lr{16.0}
