beaming,customize,entertaining,addicting,smiling,outstanding,impressive,master,engaging,grateful
\lr{48.2},\lr{33.2},\lr{30.0},\lr{28.9},\lr{28.8},\lr{23.6},\lr{23.6},\lr{19.3},\lr{19.3},\lr{19.3}
