customize,entertaining,gripe,minor,engaging,hz,beaming,addicting,documentaries,personally
\lr{27.6},\lr{25.5},\lr{22.3},\lr{20.5},\lr{19.1},\lr{19.1},\lr{17.0},\lr{15.9},\lr{13.8},\lr{13.1}
