,automobile,refund,froze,unlink,defend,bombing,congratulations,midnight,musica,disputing
TF-IDF,\lr{0.000087},\lr{0.000070},\lr{0.000051},\lr{0.000044},\lr{0.000034},\lr{0.000034},\lr{0.000034},\lr{0.000034},\lr{0.000034},\lr{0.000034}
