,downside,kudos,smack,gg,backfire,assign,diverse,simulation,individuals,picky
TF-IDF,\lr{0.000044},\lr{0.000037},\lr{0.000036},\lr{0.000036},\lr{0.000036},\lr{0.000036},\lr{0.000032},\lr{0.000031},\lr{0.000031},\lr{0.000031}
