grateful,kudos,infinite,exceptional,versatile,contains,exclamation,themes,involved,balanced
\lr{18.9},\lr{18.9},\lr{17.8},\lr{17.8},\lr{16.8},\lr{15.7},\lr{13.6},\lr{13.6},\lr{12.6},\lr{12.6}
