beaming,grinning,schedule,brilliant,sunglasses,bothers,suggestion,zen,surprisingly,helicopter
\lr{16.3},\lr{15.8},\lr{15.3},\lr{15.3},\lr{13.2},\lr{11.2},\lr{10.7},\lr{10.2},\lr{10.2},\lr{9.2}
