entertaining,customize,bedrock,collections,audios,backgrounds,experiments,trains,eyebrow,synch
\lr{14.6},\lr{12.5},\lr{10.4},\lr{10.4},\lr{9.4},\lr{9.4},\lr{8.3},\lr{8.3},\lr{8.3},\lr{8.3}
